Brands,Colors,Rating,Selling Price,Discount,Type,Memory_MB,Storage_MB,Cluster
ASUS,Silver/Gray,4.5,36299.0,0.0,Upper mid-range,6144.0,131072.0,0
Motorola,Other,4.1,11999.0,4000.0,Mid-range,4096.0,65536.0,2
SAMSUNG,White,4.1,27990.0,0.0,Mid-range,3072.0,32768.0,4
Xiaomi,Other,4.2,26999.000000000004,5000.0,Upper mid-range,6144.0,131072.0,4
realme,Blue,4.4,7499.0,500.0,Entry-level,2048.0,32768.0,1
SAMSUNG,Black,4.1,8090.0,0.0,Entry-level,1536.0,8192.0,1
OPPO,Black,3.8,17490.0,3500.0,Mid-range,6144.0,131072.0,3
SAMSUNG,Black,4.3,25990.0,0.0,Mid-range,6144.0,131072.0,1
Xiaomi,White,4.2,22163.0,0.0,Mid-range,8192.0,132096.0,4
Xiaomi,Red,4.2,11900.0,0.0,Mid-range,3072.0,32768.0,4
SAMSUNG,Blue,4.4,22999.0,0.0,Mid-range,8192.0,131072.0,1
Motorola,White,4.2,11999.0,0.0,Mid-range,1024.0,8192.0,2
realme,Other,4.4,7499.0,1499.9999999999998,Entry-level,3072.0,32768.0,4
HTC,Other,3.9,19695.0,0.0,Mid-range,1024.0,16384.0,0
realme,Blue,4.3,14499.0,1499.9999999999998,Mid-range,6144.0,65536.0,1
SAMSUNG,Other,4.3,19818.0,1151.0,Mid-range,6144.0,131072.0,4
GIONEE,Blue,4.3,6500.0,0.0,Entry-level,1024.0,16384.0,0
LG,Black,4.0,7990.000000000001,0.0,Entry-level,2048.0,16384.0,3
Lenovo,Gold/Yellow,4.1,11999.0,0.0,Mid-range,4096.0,65536.0,3
Xiaomi,Blue,4.3,8599.0,400.0,Entry-level,3072.0,32768.0,1
realme,Black,4.4,9999.0,1000.0,Mid-range,4096.0,65536.0,1
SAMSUNG,Black,4.2,3285.0,0.0,Entry-level,64.0,128.0,1
SAMSUNG,White,3.8,4199.0,0.0,Entry-level,512.0,4096.0,4
ASUS,Blue,4.1,14499.0,0.0,Mid-range,3072.0,32768.0,0
Nokia,Other,3.7,12999.0,0.0,Mid-range,6144.0,65536.0,2
OPPO,Silver/Gray,4.3,13489.0,0.0,Mid-range,4096.0,131072.0,4
ASUS,Silver/Gray,4.0,6749.0,0.0,Entry-level,3072.0,16384.0,0
GIONEE,Red,3.9,5666.0,0.0,Entry-level,2048.0,32768.0,0
Xiaomi,Gold/Yellow,4.5,14999.0,0.0,Mid-range,4096.0,65536.0,1
Apple,Black,4.6,42999.0,4901.0,Upper mid-range,3072.0,65536.0,0
SAMSUNG,Blue,4.3,9000.0,0.0,Entry-level,2048.0,32768.0,1
Infinix,Black,4.1,6999.0,0.0,Entry-level,2048.0,16384.0,3
Motorola,Other,4.4,29999.0,5000.0,Upper mid-range,8192.0,131072.0,2
OPPO,White,4.4,24719.000000000004,770.0,Mid-range,8192.0,131072.0,4
vivo,Blue,4.5,15990.000000000002,0.0,Mid-range,6144.0,131072.0,1
Motorola,Black,4.3,21999.0,0.0,Mid-range,3072.0,32768.0,3
OPPO,Other,4.3,18979.0,0.0,Mid-range,6144.0,131072.0,4
Infinix,Red,4.1,7946.000000000001,53.0,Entry-level,3072.0,32768.0,2
Nokia,Black,4.2,1600.0000000000002,0.0,Entry-level,4.0,8.0,3
Infinix,Black,4.2,10999.0,0.0,Mid-range,3072.0,32768.0,3
GIONEE,Gold/Yellow,3.8,3598.9999999999995,0.0,Entry-level,1024.0,8192.0,0
Nokia,Black,4.0,6999.0,0.0,Entry-level,2048.0,16384.0,3
GIONEE,Red,3.7,9199.0,0.0,Entry-level,1024.0,16384.0,0
SAMSUNG,Black,4.2,22989.0,0.0,Mid-range,8192.0,131072.0,1
SAMSUNG,Black,4.4,11995.0,0.0,Mid-range,2048.0,16384.0,1
Xiaomi,Black,4.4,29999.0,0.0,Upper mid-range,8192.0,262144.0,1
SAMSUNG,Black,4.3,17575.0,1924.0,Mid-range,6144.0,131072.0,1
Xiaomi,Blue,4.3,9499.0,0.0,Entry-level,3072.0,32768.0,1
SAMSUNG,Black,4.3,11700.0,0.0,Mid-range,1536.0,16384.0,1
Apple,Gold/Yellow,4.5,42900.0,0.0,Upper mid-range,3072.0,131072.0,0
realme,Other,4.5,12049.0,1950.0,Mid-range,4096.0,131072.0,4
ASUS,Other,4.1,10999.0,0.0,Mid-range,3072.0,32768.0,0
SAMSUNG,Black,4.3,10399.0,601.0,Mid-range,3072.0,32768.0,1
OPPO,White,4.4,15990.000000000002,5000.0,Mid-range,4096.0,131072.0,4
vivo,Other,4.1,14449.000000000002,0.0,Mid-range,4096.0,65536.0,4
Nokia,Green,4.1,20999.0,0.0,Mid-range,6144.0,65536.0,3
Infinix,Silver/Gray,4.2,12999.0,0.0,Mid-range,4096.0,65536.0,2
Motorola,Silver/Gray,4.3,16499.0,3500.0,Mid-range,6144.0,131072.0,2
LG,Black,3.8,7999.999999999999,0.0,Entry-level,1024.0,8192.0,3
Nokia,Black,3.9,2349.0,0.0,Entry-level,4.0,4.0,3
Lenovo,Black,4.1,6999.0,0.0,Entry-level,2048.0,16384.0,3
realme,White,4.5,31999.000000000004,0.0,Upper mid-range,8192.0,131072.0,4
SAMSUNG,Black,4.2,6989.999999999999,0.0,Entry-level,2048.0,16384.0,1
HTC,Other,3.9,38800.0,0.0,Upper mid-range,3072.0,32768.0,0
OPPO,Black,4.3,17990.0,0.0,Mid-range,3072.0,32768.0,3
Motorola,Blue,4.1,10499.0,2500.0,Mid-range,4096.0,65536.0,3
POCO,Black,4.4,16499.0,3500.0,Mid-range,6144.0,131072.0,1
SAMSUNG,Black,4.3,17962.0,0.0,Mid-range,4096.0,32768.0,1
SAMSUNG,Blue,4.1,14300.0,0.0,Mid-range,6144.0,131072.0,1
SAMSUNG,Other,3.9,4890.0,0.0,Entry-level,512.0,4096.0,4
POCO,Green,4.3,8999.0,2000.0,Mid-range,4096.0,65536.0,1
SAMSUNG,Other,4.0,10899.0,0.0,Mid-range,1024.0,8192.0,4
Nokia,Black,4.1,2440.0,70.0,Entry-level,4.0,4.0,3
OPPO,White,3.7,10490.0,0.0,Mid-range,3072.0,32768.0,4
Google Pixel,Black,4.5,39999.0,0.0,Upper mid-range,4096.0,65536.0,0
Nokia,Black,4.3,999.9999999999999,0.0,Entry-level,4.0,4.0,3
SAMSUNG,White,4.3,14990.0,0.0,Mid-range,4096.0,65536.0,4
Apple,Other,4.5,48999.0,0.0,Upper mid-range,1024.0,65536.0,0
Nokia,Black,4.0,6500.0,0.0,Entry-level,1024.0,8192.0,3
realme,Black,4.4,24999.0,2999.9999999999995,Mid-range,6144.0,131072.0,1
SAMSUNG,Black,4.3,19725.0,0.0,Mid-range,6144.0,131072.0,1
realme,Black,4.4,7499.0,500.0,Entry-level,2048.0,32768.0,1
SAMSUNG,Black,4.3,23748.0,0.0,Mid-range,4096.0,65536.0,1
SAMSUNG,Blue,4.4,22910.0,990.0,Mid-range,8192.0,131072.0,1
Xiaomi,Black,4.3,10999.0,500.0,Mid-range,4096.0,65536.0,1
GIONEE,Black,4.1,9490.0,0.0,Entry-level,3072.0,32768.0,0
SAMSUNG,Other,4.3,19900.0,0.0,Mid-range,4096.0,131072.0,4
Lenovo,White,4.1,15999.0,0.0,Mid-range,1024.0,4096.0,2
Motorola,Black,4.2,14500.0,0.0,Mid-range,2048.0,16384.0,3
vivo,Black,4.1,43990.0,2000.0,Upper mid-range,12288.0,262144.0,1
vivo,Blue,4.4,13890.0,100.0,Mid-range,8192.0,131072.0,1
vivo,Black,4.4,29990.0,5000.0,Upper mid-range,8192.0,131072.0,1
LG,Other,4.0,10499.0,0.0,Mid-range,4096.0,65536.0,2
realme,Blue,4.4,11499.0,1499.9999999999998,Mid-range,4096.0,65536.0,1
Apple,Red,4.6,47999.0,4901.0,Flagship,3072.0,131072.0,0
SAMSUNG,Black,4.2,2979.9999999999995,0.0,Entry-level,32.0,2.0,1
Lenovo,Silver/Gray,3.7,7650.000000000001,0.0,Entry-level,3072.0,32768.0,2
SAMSUNG,Black,4.2,11744.0,5.0,Mid-range,3072.0,32768.0,1
Motorola,Green,4.2,10999.0,4000.0,Mid-range,4096.0,65536.0,2
Apple,Gold/Yellow,4.4,30780.0,0.0,Upper mid-range,1024.0,32768.0,0
realme,Black,4.3,15499.0,500.0,Mid-range,4096.0,65536.0,1
Xiaomi,Red,4.1,13399.0,1000.0,Mid-range,4096.0,65536.0,4
OPPO,Other,4.2,10000.0,0.0,Mid-range,2048.0,16384.0,4
SAMSUNG,Silver/Gray,4.4,41900.0,0.0,Upper mid-range,4096.0,32768.0,4
SAMSUNG,White,3.9,40690.0,0.0,Upper mid-range,2048.0,16384.0,4
ASUS,Gold/Yellow,3.7,5299.0,0.0,Entry-level,1024.0,8192.0,0
SAMSUNG,White,4.4,28999.0,2999.9999999999995,Upper mid-range,8192.0,131072.0,4
SAMSUNG,Blue,4.3,7990.000000000001,710.0,Entry-level,2048.0,32768.0,1
realme,Black,4.3,16999.0,2000.0,Mid-range,6144.0,65536.0,1
SAMSUNG,Gold/Yellow,4.2,8200.0,0.0,Entry-level,2048.0,16384.0,1
vivo,Blue,4.3,15490.0,0.0,Mid-range,6144.0,65536.0,1
LG,Black,4.0,35990.0,0.0,Upper mid-range,3072.0,32768.0,3
Xiaomi,Gold/Yellow,4.3,14999.0,0.0,Mid-range,4096.0,65536.0,1
Lenovo,Black,3.9,5490.0,0.0,Entry-level,1024.0,8192.0,3
SAMSUNG,Black,4.1,2940.0,0.0,Entry-level,32.0,16384.0,1
SAMSUNG,White,4.2,9499.0,1000.0,Mid-range,3072.0,32768.0,4
SAMSUNG,Blue,4.2,10999.0,0.0,Mid-range,3072.0,32768.0,1
realme,Silver/Gray,4.4,9499.0,2500.0,Mid-range,4096.0,65536.0,4
Infinix,Other,4.2,10999.0,2999.9999999999995,Mid-range,4096.0,65536.0,2
LG,White,3.8,15999.0,0.0,Mid-range,1024.0,8192.0,2
Infinix,Black,4.2,8999.0,0.0,Entry-level,3072.0,32768.0,3
vivo,Black,4.3,29990.0,5000.0,Upper mid-range,6144.0,131072.0,1
Xiaomi,Blue,4.2,8990.0,0.0,Entry-level,3072.0,32768.0,1
SAMSUNG,Other,4.4,39900.0,0.0,Upper mid-range,4096.0,131072.0,4
Infinix,Black,4.4,9999.0,0.0,Entry-level,3072.0,32768.0,3
Infinix,Black,4.3,9999.0,2999.9999999999995,Mid-range,4096.0,65536.0,3
Xiaomi,Gold/Yellow,4.4,9998.0,0.0,Entry-level,3072.0,32768.0,1
ASUS,Gold/Yellow,4.0,9999.0,0.0,Entry-level,3072.0,16384.0,0
Nokia,Black,4.1,1695.0,0.0,Entry-level,4.0,4.0,3
Lenovo,Gold/Yellow,4.0,14999.0,0.0,Mid-range,1024.0,8192.0,3
Nokia,Black,4.2,1600.0000000000002,0.0,Entry-level,4.0,2.0,3
SAMSUNG,Black,4.3,17600.0,0.0,Mid-range,4096.0,65536.0,1
SAMSUNG,Black,4.0,5999.0,0.0,Entry-level,1024.0,8192.0,1
Apple,Other,4.4,30780.0,0.0,Upper mid-range,1024.0,32768.0,0
Apple,Red,4.6,49900.0,0.0,Upper mid-range,4096.0,65536.0,0
OPPO,Black,4.3,15990.000000000002,0.0,Mid-range,4096.0,131072.0,3
SAMSUNG,Black,4.3,14999.0,2000.0,Mid-range,6144.0,131072.0,1
SAMSUNG,White,4.5,40999.0,2999.9999999999995,Upper mid-range,8192.0,131072.0,4
OPPO,Black,4.4,14990.0,0.0,Mid-range,3072.0,65536.0,3
realme,Other,4.4,18999.0,0.0,Mid-range,6144.0,131072.0,4
vivo,Black,4.4,22990.0,0.0,Mid-range,6144.0,131072.0,1
SAMSUNG,Black,4.2,15199.0,181.0,Mid-range,6144.0,65536.0,1
realme,Black,4.1,25999.0,1000.0,Mid-range,6144.0,131072.0,1
realme,Black,4.4,31999.000000000004,2999.9999999999995,Upper mid-range,8192.0,131072.0,1
Apple,Gold/Yellow,4.4,49999.0,0.0,Upper mid-range,1024.0,131072.0,0
LG,Black,4.3,29999.0,0.0,Upper mid-range,4096.0,131072.0,3
Xiaomi,Black,4.3,9478.0,0.0,Entry-level,3072.0,32768.0,1
SAMSUNG,Blue,4.4,26599.999999999996,0.0,Mid-range,4096.0,65536.0,1
GIONEE,Black,4.1,6299.0,1691.0,Entry-level,2048.0,32768.0,0
OPPO,Black,4.3,7990.000000000001,2999.9999999999995,Mid-range,2048.0,32768.0,3
SAMSUNG,Black,4.1,6549.0,2941.0,Entry-level,2048.0,16384.0,1
Infinix,Black,4.5,14499.0,2500.0,Mid-range,6144.0,131072.0,3
POCO,Blue,4.3,10999.0,1000.0,Mid-range,4096.0,65536.0,1
OPPO,White,4.3,12888.999999999998,100.0,Mid-range,4096.0,65536.0,4
GIONEE,Gold/Yellow,4.0,15999.0,0.0,Mid-range,3072.0,32768.0,0
Infinix,Black,4.3,19999.0,0.0,Mid-range,6144.0,131072.0,3
Nokia,Silver/Gray,3.9,7999.0,0.0,Entry-level,3072.0,32768.0,2
SAMSUNG,Other,4.0,8289.0,0.0,Entry-level,2048.0,32768.0,4
realme,Other,4.3,29999.0,0.0,Upper mid-range,8192.0,262144.0,4
Nokia,Black,3.7,6698.999999999999,0.0,Entry-level,512.0,4096.0,3
OPPO,Blue,4.2,16990.0,4000.0,Mid-range,6144.0,131072.0,3
realme,Blue,4.4,27998.999999999996,2000.0,Upper mid-range,8192.0,131072.0,1
realme,Blue,4.5,11999.0,0.0,Mid-range,4096.0,131072.0,1
OPPO,Red,4.5,27990.0,0.0,Mid-range,6144.0,131072.0,4
GIONEE,White,3.8,4990.0,0.0,Entry-level,2048.0,16384.0,0
SAMSUNG,Blue,4.3,27239.0,4250.0,Upper mid-range,8192.0,131072.0,1
Motorola,Black,4.4,9999.0,0.0,Entry-level,1024.0,16384.0,3
Xiaomi,Black,4.3,11748.0,942.0,Mid-range,4096.0,65536.0,1
Xiaomi,Other,4.3,13999.000000000002,0.0,Mid-range,4096.0,131072.0,4
SAMSUNG,Silver/Gray,4.2,8200.0,0.0,Entry-level,2048.0,16384.0,4
SAMSUNG,Other,4.3,17989.0,0.0,Mid-range,6144.0,131072.0,4
realme,Green,4.5,24999.0,0.0,Mid-range,8192.0,262144.0,1
SAMSUNG,White,3.8,13500.000000000002,0.0,Mid-range,1024.0,8192.0,4
Nokia,Black,4.1,2859.9999999999995,0.0,Entry-level,16.0,32768.0,3
SAMSUNG,Gold/Yellow,4.3,7500.0,0.0,Entry-level,2048.0,16384.0,1
Lenovo,Other,4.1,10999.0,0.0,Mid-range,3072.0,32768.0,2
Infinix,Red,4.0,7499.0,0.0,Entry-level,3072.0,16384.0,2
SAMSUNG,Blue,4.3,18340.0,0.0,Mid-range,2048.0,16384.0,1
Lenovo,White,3.9,6265.999999999999,0.0,Entry-level,2048.0,16384.0,2
Xiaomi,Black,4.5,9999.0,0.0,Entry-level,4096.0,65536.0,1
SAMSUNG,Blue,4.3,13759.999999999998,0.0,Mid-range,4096.0,65536.0,1
Lenovo,Black,4.1,16999.0,0.0,Mid-range,4096.0,65536.0,3
SAMSUNG,Black,4.2,2869.9999999999995,0.0,Entry-level,32.0,2.0,1
ASUS,Silver/Gray,3.8,5299.0,0.0,Entry-level,1024.0,8192.0,0
realme,Green,4.4,7499.0,500.0,Entry-level,2048.0,32768.0,1
Nokia,Blue,4.4,8999.0,1499.9999999999998,Mid-range,2048.0,32768.0,3
realme,Black,4.4,6499.0,500.0,Entry-level,2048.0,16384.0,1
LG,Other,3.8,13998.0,0.0,Mid-range,4096.0,65536.0,2
LG,Black,3.8,5699.0,0.0,Entry-level,2048.0,16384.0,3
vivo,White,4.4,29990.0,2999.9999999999995,Upper mid-range,3072.0,65536.0,4
OPPO,Black,4.3,13989.999999999998,4000.0,Mid-range,6144.0,131072.0,3
Motorola,Black,4.1,12999.0,0.0,Mid-range,3072.0,32768.0,3
LG,Black,4.0,16990.0,0.0,Mid-range,3072.0,32768.0,3
Xiaomi,Blue,4.3,15990.000000000002,1009.0,Mid-range,4096.0,65536.0,1
realme,Blue,4.4,17999.0,4000.0,Mid-range,6144.0,131072.0,1
Nokia,Black,3.8,2249.0,0.0,Entry-level,4.0,4.0,3
SAMSUNG,Other,4.3,18900.0,0.0,Mid-range,4096.0,65536.0,4
realme,Blue,4.3,10499.0,2500.0,Mid-range,4096.0,65536.0,1
POCO,Black,4.4,17999.0,4000.0,Mid-range,8192.0,131072.0,1
Infinix,Blue,4.3,9299.0,1700.0,Mid-range,4096.0,65536.0,3
ASUS,Blue,4.3,19999.0,0.0,Mid-range,6144.0,65536.0,0
vivo,Other,4.5,46990.0,5000.0,Flagship,8192.0,131072.0,4
SAMSUNG,Black,4.2,8200.0,0.0,Entry-level,2048.0,16384.0,1
SAMSUNG,Green,4.3,11000.0,0.0,Mid-range,3072.0,32768.0,1
Xiaomi,Other,4.3,10888.0,0.0,Mid-range,4096.0,65536.0,4
realme,White,4.5,14999.0,4000.0,Mid-range,4096.0,65536.0,4
Infinix,Gold/Yellow,4.3,17999.0,0.0,Mid-range,6144.0,65536.0,2
IQOO,Black,4.4,34990.0,2999.9999999999995,Upper mid-range,8192.0,131072.0,3
ASUS,White,3.7,5299.0,0.0,Entry-level,1024.0,8192.0,0
realme,Black,4.3,15999.0,1000.0,Mid-range,4096.0,131072.0,1
LG,Other,4.4,50000.0,0.0,Flagship,4096.0,65536.0,2
SAMSUNG,Blue,4.3,39000.0,0.0,Upper mid-range,8192.0,131072.0,1
GIONEE,White,3.8,9999.0,0.0,Entry-level,1024.0,16384.0,0
Apple,Gold/Yellow,4.6,49900.0,0.0,Upper mid-range,4096.0,65536.0,0
POCO,Other,4.4,8999.0,2999.9999999999995,Mid-range,4096.0,65536.0,4
OPPO,Blue,4.3,17990.0,1000.0,Mid-range,8192.0,131072.0,3
Lenovo,Black,4.0,6499.0,0.0,Entry-level,1024.0,8192.0,3
realme,Blue,4.5,11999.0,1000.0,Mid-range,4096.0,131072.0,1
POCO,Red,4.5,30999.0,0.0,Upper mid-range,8192.0,262144.0,4
Nokia,Black,3.7,3899.0,500.0,Entry-level,64.0,128.0,3
SAMSUNG,Black,4.2,15499.0,0.0,Mid-range,6144.0,131072.0,1
SAMSUNG,Black,3.9,16499.0,1499.9999999999998,Mid-range,6144.0,131072.0,1
Xiaomi,Red,4.4,14443.0,0.0,Mid-range,6144.0,131072.0,4
LG,Black,4.1,9000.0,0.0,Entry-level,2048.0,16384.0,3
Nokia,Black,4.1,10499.0,500.0,Mid-range,3072.0,32768.0,3
OPPO,Green,4.4,12990.0,4000.0,Mid-range,4096.0,131072.0,3
Nokia,Black,4.3,13199.0,0.0,Mid-range,3072.0,32768.0,3
SAMSUNG,Gold/Yellow,4.1,22900.0,0.0,Mid-range,3072.0,32768.0,1
realme,Silver/Gray,4.4,26999.000000000004,2999.9999999999995,Upper mid-range,8192.0,131072.0,4
realme,Blue,4.3,29999.0,2000.0,Upper mid-range,8192.0,262144.0,1
Infinix,Black,4.2,9999.0,0.0,Entry-level,3072.0,32768.0,3
vivo,Black,4.3,13890.0,100.0,Mid-range,8192.0,131072.0,1
Lenovo,White,3.8,3549.0,0.0,Entry-level,1024.0,8192.0,2
realme,Red,4.3,41999.0,0.0,Upper mid-range,8192.0,131072.0,4
SAMSUNG,Black,4.0,8229.0,0.0,Entry-level,2048.0,32768.0,1
ASUS,Black,4.3,12999.0,0.0,Mid-range,3072.0,32768.0,0
Nokia,Black,4.1,12499.0,0.0,Mid-range,3072.0,16384.0,3
Nokia,Other,3.8,9999.0,1100.0,Mid-range,3072.0,32768.0,2
LG,White,3.7,14162.0,0.0,Mid-range,1024.0,4096.0,2
SAMSUNG,Gold/Yellow,4.2,6480.0,1509.9999999999998,Entry-level,2048.0,16384.0,1
Lenovo,Gold/Yellow,4.1,11999.0,0.0,Mid-range,4096.0,32768.0,3
realme,Green,4.4,12499.0,1499.9999999999998,Mid-range,4096.0,131072.0,1
SAMSUNG,Black,3.9,30495.0,0.0,Upper mid-range,4096.0,32768.0,1
realme,Red,4.4,9490.0,0.0,Entry-level,4096.0,65536.0,4
GIONEE,Black,4.1,16499.0,0.0,Mid-range,4096.0,65536.0,0
realme,White,4.3,14999.0,2999.9999999999995,Mid-range,6144.0,65536.0,4
Motorola,Red,4.1,8799.0,3200.0,Mid-range,4096.0,65536.0,2
OPPO,Other,4.4,14995.0,0.0,Mid-range,3072.0,32768.0,4
vivo,Blue,4.1,14449.000000000002,0.0,Mid-range,4096.0,65536.0,1
realme,Blue,4.2,32999.0,2000.0,Upper mid-range,12288.0,262144.0,1
LG,Black,4.1,9990.0,0.0,Entry-level,2048.0,16384.0,3
ASUS,Black,4.3,35999.0,0.0,Upper mid-range,6144.0,65536.0,0
SAMSUNG,Blue,4.0,7454.0,0.0,Entry-level,512.0,4096.0,1
vivo,Blue,4.3,39990.0,0.0,Upper mid-range,8192.0,131072.0,1
Nokia,White,4.2,7399.0,0.0,Entry-level,3072.0,32768.0,2
SAMSUNG,Blue,4.2,15990.000000000002,0.0,Mid-range,6144.0,131072.0,1
SAMSUNG,Black,4.4,41900.0,0.0,Upper mid-range,4096.0,32768.0,1
Infinix,Black,4.3,17999.0,0.0,Mid-range,6144.0,65536.0,3
SAMSUNG,Blue,4.3,19178.0,722.0,Mid-range,6144.0,131072.0,1
Infinix,Green,4.3,8299.0,1700.0,Entry-level,3072.0,32768.0,2
ASUS,Black,4.3,38999.0,0.0,Upper mid-range,6144.0,131072.0,0
realme,Green,4.4,26999.000000000004,2999.9999999999995,Upper mid-range,8192.0,131072.0,1
SAMSUNG,Other,4.2,23596.0,100.0,Mid-range,8192.0,131072.0,4
vivo,Other,4.4,15990.000000000002,0.0,Mid-range,4096.0,32768.0,4
Nokia,Blue,4.2,8299.0,0.0,Entry-level,3072.0,32768.0,3
realme,Blue,4.3,10499.0,500.0,Mid-range,4096.0,65536.0,1
LG,Black,4.0,6979.999999999999,0.0,Entry-level,2048.0,16384.0,3
SAMSUNG,Black,4.2,1700.0,0.0,Entry-level,512.0,512.0,1
Infinix,Other,4.3,9999.0,2999.9999999999995,Mid-range,4096.0,65536.0,2
SAMSUNG,Black,3.9,5999.0,0.0,Entry-level,2048.0,32768.0,1
vivo,Blue,4.4,20990.0,0.0,Mid-range,6144.0,65536.0,1
SAMSUNG,Blue,4.3,8690.0,600.0,Entry-level,3072.0,32768.0,1
Xiaomi,White,4.3,11999.0,2999.9999999999995,Mid-range,4096.0,65536.0,4
GIONEE,Black,4.0,4650.0,0.0,Entry-level,2048.0,16384.0,0
Motorola,Blue,4.4,17499.0,2500.0,Mid-range,6144.0,131072.0,3
GIONEE,Black,4.0,7899.0,0.0,Entry-level,4096.0,65536.0,0
OPPO,Gold/Yellow,4.3,18000.0,0.0,Mid-range,4096.0,65536.0,3
SAMSUNG,Black,4.2,9639.0,0.0,Entry-level,3072.0,32768.0,1
Lenovo,White,3.8,9999.0,0.0,Entry-level,1024.0,8192.0,2
OPPO,Gold/Yellow,4.4,19990.0,0.0,Mid-range,4096.0,32768.0,3
OPPO,White,4.5,29489.0,3501.0,Upper mid-range,8192.0,262144.0,4
Motorola,Black,4.2,9999.0,0.0,Entry-level,1024.0,8192.0,3
SAMSUNG,Blue,4.2,9990.0,0.0,Entry-level,3072.0,32768.0,1
SAMSUNG,Other,4.3,16999.0,0.0,Mid-range,4096.0,131072.0,4
Xiaomi,Blue,4.5,9490.0,0.0,Entry-level,2048.0,32768.0,1
SAMSUNG,White,4.0,7999.0,0.0,Entry-level,1024.0,8192.0,4
Motorola,Black,4.2,11999.0,0.0,Mid-range,3072.0,32768.0,3
Infinix,Black,4.1,7946.000000000001,53.0,Entry-level,3072.0,32768.0,3
Infinix,Blue,4.3,7990.000000000001,0.0,Entry-level,2048.0,32768.0,3
SAMSUNG,Black,4.1,22900.0,0.0,Mid-range,3072.0,32768.0,1
LG,Black,4.0,24000.0,0.0,Mid-range,4096.0,65536.0,3
realme,Black,4.4,8285.0,0.0,Entry-level,3072.0,32768.0,1
OPPO,Black,4.4,35990.0,2999.9999999999995,Upper mid-range,8192.0,131072.0,3
POCO,Other,4.5,30999.0,0.0,Upper mid-range,8192.0,262144.0,4
HTC,White,3.7,18249.0,0.0,Mid-range,2048.0,16384.0,2
Infinix,Red,4.3,17999.0,0.0,Mid-range,6144.0,65536.0,2
ASUS,Blue,4.0,11999.0,0.0,Mid-range,3072.0,32768.0,0
Motorola,Silver/Gray,4.2,17999.0,4000.0,Mid-range,6144.0,131072.0,2
HTC,Other,4.2,47990.0,0.0,Upper mid-range,4096.0,32768.0,0
SAMSUNG,Blue,3.9,14999.0,0.0,Mid-range,6144.0,131072.0,1
realme,Green,4.4,24999.0,2999.9999999999995,Mid-range,6144.0,131072.0,1
SAMSUNG,Blue,4.3,20949.0,0.0,Mid-range,8192.0,131072.0,1
Xiaomi,White,4.2,8561.0,0.0,Entry-level,3072.0,65536.0,4
Infinix,Black,4.2,10999.0,0.0,Mid-range,6144.0,65536.0,3
Motorola,Silver/Gray,4.3,14499.0,2500.0,Mid-range,4096.0,65536.0,2
realme,Black,4.8,17499.0,3500.0,Mid-range,6144.0,131072.0,1
ASUS,Silver/Gray,3.8,5699.0,0.0,Entry-level,1024.0,8192.0,0
realme,Red,4.4,9499.0,3500.0,Mid-range,4096.0,65536.0,4
SAMSUNG,Black,4.6,48669.0,0.0,Upper mid-range,6144.0,131072.0,1
Lenovo,White,4.1,7499.0,0.0,Entry-level,2048.0,16384.0,2
vivo,Blue,4.5,17990.0,0.0,Mid-range,6144.0,65536.0,1
OPPO,Gold/Yellow,4.3,17000.0,0.0,Mid-range,4096.0,65536.0,3
vivo,Blue,4.4,8205.0,0.0,Entry-level,3072.0,65536.0,1
realme,Blue,4.4,24999.0,2000.0,Mid-range,6144.0,131072.0,1
GIONEE,White,3.7,5199.0,0.0,Entry-level,1024.0,16384.0,0
Infinix,Black,4.4,7199.0,800.0,Entry-level,2048.0,32768.0,3
SAMSUNG,White,4.0,7549.999999999999,0.0,Entry-level,1024.0,8192.0,4
Xiaomi,Gold/Yellow,4.4,12448.999999999998,3541.0,Mid-range,4096.0,65536.0,1
SAMSUNG,White,4.0,6999.0,0.0,Entry-level,1024.0,8192.0,4
Lenovo,White,3.9,4990.0,0.0,Entry-level,1024.0,8192.0,2
realme,Black,4.5,14999.0,4000.0,Mid-range,4096.0,65536.0,1
OPPO,Red,4.4,15990.000000000002,0.0,Mid-range,4096.0,65536.0,4
SAMSUNG,Other,4.0,6499.0,0.0,Entry-level,512.0,4096.0,4
SAMSUNG,Black,4.1,19990.0,0.0,Mid-range,2048.0,16384.0,1
Xiaomi,Black,4.3,18979.0,20.0,Mid-range,6144.0,65536.0,1
realme,Blue,4.3,14999.0,0.0,Mid-range,4096.0,131072.0,1
GIONEE,Blue,4.1,7290.0,0.0,Entry-level,3072.0,32768.0,0
SAMSUNG,Black,4.4,17500.0,0.0,Mid-range,4096.0,65536.0,1
Motorola,White,3.9,6999.0,0.0,Entry-level,2048.0,16384.0,2
Lenovo,Gold/Yellow,4.0,7999.0,0.0,Entry-level,3072.0,16384.0,3
SAMSUNG,Other,4.3,20696.0,1299.0,Mid-range,6144.0,131072.0,4
vivo,Other,4.4,19490.0,3500.0,Mid-range,4096.0,32768.0,4
Xiaomi,Other,4.4,9828.0,932.0,Mid-range,4096.0,65536.0,4
realme,White,4.5,11999.0,1000.0,Mid-range,4096.0,131072.0,4
SAMSUNG,Gold/Yellow,4.4,41900.0,0.0,Upper mid-range,4096.0,32768.0,1
realme,Silver/Gray,4.4,29999.0,2999.9999999999995,Upper mid-range,12288.0,262144.0,4
